,propertyName,beds,baths,rent,sqft,availability,deposit,unit,leaseLength,name,new,applyNow
1557,Helios,1 Bed,1 Bath,"$2,645",697 - 706 Sq Ft,Jun 6,,,,A8b,,
1558,Helios,1 Bed,1 Bath,"$2,645",697 Sq Ft,Jun 6,,1-1412,,A8b,,
1559,Helios,1 Bed,1 Bath,"$2,665",745 Sq Ft,Jun 9,,1-1113,,A9a,,
1560,Helios,2 BRs,2 Baths,"$3,855","1,157 - 1,160 Sq Ft",Jun 9,,,,B1b,,
1561,Helios,2 BRs,2 Baths,"$3,855","1,157 Sq Ft",Jun 9,,1-2504,,B1b,,
1562,Helios,1 Bed,1 Bath,"$3,300",858 Sq Ft,Jun 13,,1-2101,,A4b,,
1563,Helios,1 Bed,1 Bath,"$4,050","1,011 Sq Ft",Jun 23,,,,A5,New,
1564,Helios,1 Bed,1 Bath,"$4,050","1,011 Sq Ft",Jun 23,,1-3301,,A5,New,
1565,Helios,Studio,1 Bath,"$1,985",514 - 522 Sq Ft,Jul 10,,,,S1b,New,
1566,Helios,Studio,1 Bath,"$1,985",514 Sq Ft,Jul 10,,1-1509,,S1b,New,
1567,Helios,1 Bed,1 Bath,"$2,490",609 Sq Ft,Aug 6,,1-2607,,O3b,,
1568,Helios,Studio,1 Bath,Call for Rent,389 Sq Ft,Not Available,,,,S3,,
1569,Helios,Studio,1 Bath,Call for Rent,410 Sq Ft,Not Available,,,,S4 Level 2,,
1570,Helios,Studio,1 Bath,Call for Rent,448 Sq Ft,Not Available,,,,S2a,,
1571,Helios,Studio,1 Bath,Call for Rent,448 Sq Ft,Not Available,,,,S2a Type A,,
1572,Helios,Studio,1 Bath,Call for Rent,448 Sq Ft,Not Available,,,,S2a w/ Terrace,,
1573,Helios,Studio,1 Bath,Call for Rent,455 Sq Ft,Not Available,,,,S2b,,
1574,Helios,Studio,1 Bath,Call for Rent,462 Sq Ft,Not Available,,,,S2c,,
1575,Helios,Studio,1 Bath,Call for Rent,494 Sq Ft,Not Available,,,,S4 Level 3-6,,
1576,Helios,Studio,1 Bath,Call for Rent,514 Sq Ft,Not Available,,,,S1a,,
1577,Helios,1 Bed,1 Bath,Call for Rent,553 Sq Ft,Not Available,,,,O1a,,
1578,Helios,1 Bed,1 Bath,Call for Rent,562 Sq Ft,Not Available,,,,O1b Level 14-30,,
1579,Helios,1 Bed,1 Bath,Call for Rent,571 Sq Ft,Not Available,,,,O1c,,
1580,Helios,1 Bed,1 Bath,Call for Rent,575 Sq Ft,Not Available,,,,O2a,,
1581,Helios,1 Bed,1 Bath,Call for Rent,584 Sq Ft,Not Available,,,,O2b Level 29-30,,
1582,Helios,1 Bed,1 Bath,Call for Rent,593 Sq Ft,Not Available,,,,O2c,,
1583,Helios,1 Bed,1 Bath,Call for Rent,600 Sq Ft,Not Available,,,,O3a,,
1584,Helios,1 Bed,1 Bath,Call for Rent,609 Sq Ft,Not Available,,,,O3 Type A,,
1585,Helios,1 Bed,1 Bath,Call for Rent,618 Sq Ft,Not Available,,,,O3c,,
1586,Helios,1 Bed,1 Bath,Call for Rent,631 Sq Ft,Not Available,,,,O5a,,
1587,Helios,1 Bed,1 Bath,Call for Rent,631 Sq Ft,Not Available,,,,O4,,
1588,Helios,1 Bed,1 Bath,Call for Rent,631 Sq Ft,Not Available,,,,O5b,,
1589,Helios,1 Bed,1 Bath,Call for Rent,715 Sq Ft,Not Available,,,,A3a Type A,,
1590,Helios,1 Bed,1 Bath,Call for Rent,715 Sq Ft,Not Available,,,,A3a Type A w/ Terrace,,
1591,Helios,1 Bed,1 Bath,Call for Rent,715 Sq Ft,Not Available,,,,A8c,,
1592,Helios,1 Bed,1 Bath,Call for Rent,727 Sq Ft,Not Available,,,,A3b Level 17-30,,
1593,Helios,1 Bed,1 Bath,Call for Rent,727 Sq Ft,Not Available,,,,A3b Type A,,
1594,Helios,1 Bed,1 Bath,Call for Rent,744 Sq Ft,Not Available,,,,A16,,
1595,Helios,1 Bed,1 Bath,Call for Rent,756 Sq Ft,Not Available,,,,A9c,,
1596,Helios,1 Bed,1 Bath,Call for Rent,802 Sq Ft,Not Available,,,,A2,,
1597,Helios,1 Bed,1 Bath,Call for Rent,845 Sq Ft,Not Available,,,,A18,,
1598,Helios,1 Bed,1 Bath,Call for Rent,846 Sq Ft,Not Available,,,,A12a Level 34-35-37,,
1599,Helios,1 Bed,1 Bath,Call for Rent,846 Sq Ft,Not Available,,,,A12a Level 36,,
1600,Helios,1 Bed,1 Bath,Call for Rent,846 Sq Ft,Not Available,,,,A12b,,
1601,Helios,1 Bed,1 Bath,Call for Rent,858 Sq Ft,Not Available,,,,A4a,,
1602,Helios,1 Bed,1 Bath,Call for Rent,858 Sq Ft,Not Available,,,,A4a w/ Terrace,,
1603,Helios,1 Bed,1 Bath,Call for Rent,860 Sq Ft,Not Available,,,,A15 Type A,,
1604,Helios,1 Bed,1 Bath,Call for Rent,892 Sq Ft,Not Available,,,,A7 Level 30,,
1605,Helios,1 Bed,1 Bath,Call for Rent,892 Sq Ft,Not Available,,,,A7 Level 8-29 31-33,,
1606,Helios,1 Bed,1 Bath,Call for Rent,894 Sq Ft,Not Available,,,,A1,,
1607,Helios,1 Bed,1 Bath,Call for Rent,927 Sq Ft,Not Available,,,,A17,,
1608,Helios,1 Bed,1 Bath,Call for Rent,929 Sq Ft,Not Available,,,,A11,,
1609,Helios,1 Bed,1 Bath,Call for Rent,984 Sq Ft,Not Available,,,,A19 Level 36-38,,
1610,Helios,1 Bed,1 Bath,Call for Rent,989 Sq Ft,Not Available,,,,A14,,
1611,Helios,1 Bed,1 Bath,Call for Rent,"1,051 Sq Ft",Not Available,,,,A6 Type A,,
1612,Helios,1 Bed,1 Bath,Call for Rent,"1,051 Sq Ft",Not Available,,,,A6a,,
1613,Helios,1 Bed,1 Bath,Call for Rent,"1,065 Sq Ft",Not Available,,,,A6b Level 37-38,,
1614,Helios,1 Bed,1 Bath,Call for Rent,"1,065 Sq Ft",Not Available,,,,A6b Level 31-36,,
1615,Helios,1 Bed,1 Bath,Call for Rent,846 Sq Ft,Not Available,,,,A12b with Shower,,
1616,Helios,1 Bed,1 Bath,Call for Rent,845 Sq Ft,Not Available,,,,A18 No Terrace,,
1617,Helios,1 Bed,1 Bath,Call for Rent,984 Sq Ft,Not Available,,,,A19 Living Room Terrace Only,,
1618,Helios,1 Bed,1 Bath,Call for Rent,892 Sq Ft,Not Available,,,,A7 w/o Balcony,,
1619,Helios,2 BRs,2 Baths,Call for Rent,"1,042 Sq Ft",Not Available,,,,B2,,
1620,Helios,2 BRs,2 Baths,Call for Rent,"1,042 Sq Ft",Not Available,,,,B2 Type A,,
1621,Helios,2 BRs,2 Baths,Call for Rent,"1,117 Sq Ft",Not Available,,,,B3,,
1622,Helios,2 BRs,2 Baths,Call for Rent,"1,148 Sq Ft",Not Available,,,,B6,,
1623,Helios,2 BRs,2 Baths,Call for Rent,"1,154 Sq Ft",Not Available,,,,B4,,
1624,Helios,2 BRs,2 Baths,Call for Rent,"1,157 Sq Ft",Not Available,,,,B1a,,
1625,Helios,2 BRs,2 Baths,Call for Rent,"1,330 Sq Ft",Not Available,,,,B5,,
1626,Park South,2 BRs,1 Bath,"$1,549 - 1,849",918 Sq Ft,Available Now,,,,2x1b,,
1627,Park South,2 BRs,1 Bath,"$1,549",918 Sq Ft,Available Now,,2-N115,,2x1b,,
1628,Park South,2 BRs,1½ Baths,"$1,649 - 1,859",960 Sq Ft,Available Now,,,,2x1.5,,
1629,Park South,2 BRs,1½ Baths,"$1,649",960 Sq Ft,Available Now,,2-D023,,2x1.5,,
1630,Park South,1 Bed,1 Bath,"$1,412 - 1,599",739 Sq Ft,Jun 7,,,,1x1b,,
1631,Park South,1 Bed,1 Bath,"$1,422",739 Sq Ft,Jun 7,,1-B011,,1x1b,,
1632,Park South,1 Bed,1 Bath,"$1,572",739 Sq Ft,Jun 7,,2-G052,,1x1b,,
1633,Park South,2 BRs,1 Bath,"$1,804",918 Sq Ft,Jun 7,,2-D025,,2x1b,,
1634,Park South,2 BRs,2 Baths,"$1,919",989 Sq Ft,Jun 7,,,,2x2,,
1635,Park South,2 BRs,2 Baths,"$1,919",989 Sq Ft,Jun 7,,1-E041,,2x2,,
1636,Park South,1 Bed,1 Bath,"$1,499 - 1,558",660 Sq Ft,Jun 8,,,,1x1a,,
1637,Park South,1 Bed,1 Bath,"$1,499",660 Sq Ft,Jun 8,,1-F055,,1x1a,,
1638,Park South,1 Bed,1 Bath,"$1,599",739 Sq Ft,Jul 5,,1-C024,,1x1b,,
1639,Park South,1 Bed,1 Bath,"$1,558",660 Sq Ft,Jul 7,,2-I067,,1x1a,,
1640,Park South,2 BRs,1 Bath,"$1,814",918 Sq Ft,Jul 7,,2-L096,,2x1b,,
1641,Park South,2 BRs,1½ Baths,"$1,859",960 Sq Ft,Jul 7,,2-D027,,2x1.5,,
1642,Park South,2 BRs,1 Bath,"$1,763 - 1,768",880 Sq Ft,Jul 7,,,,2x1a,New,
1643,Park South,2 BRs,1 Bath,"$1,763",880 Sq Ft,Jul 7,,1-M123,,2x1a,New,
1644,Park South,2 BRs,1 Bath,"$1,768",880 Sq Ft,Jul 7,,1-I088,,2x1a,New,
1645,Elara At The Market,1 Bed,1 Bath,"$1,965 - 3,195",555 - 892 Sq Ft,Available Now,,,,1 Bedroom,,
1646,Elara At The Market,1 Bed,1 Bath,"$1,965 - 2,650",592 Sq Ft,Available Now,,323,,1 Bedroom,,
1647,Elara At The Market,1 Bed,1 Bath,"$2,025 - 2,710",686 Sq Ft,Available Now,,601,,1 Bedroom,,
1648,Elara At The Market,1 Bed,1 Bath,"$2,180 - 2,865",704 Sq Ft,Available Now,,304,,1 Bedroom,,
1649,Elara At The Market,1 Bed,1 Bath,"$2,330 - 3,015",892 Sq Ft,Available Now,,510,,1 Bedroom,,
1650,Elara At The Market,1 Bed,1 Bath,Call for Rent,564 Sq Ft,Available Now,,518,,1 Bedroom,,
1651,Elara At The Market,1 Bed,1 Bath,"$2,000 - 3,675",543 - 748 Sq Ft,Available Now,,,,Penthouse 1-Bedroom,,
1652,Elara At The Market,1 Bed,1 Bath,"$2,000 - 2,685",543 Sq Ft,Available Now,,710,,Penthouse 1-Bedroom,,
1653,Elara At The Market,1 Bed,1 Bath,"$2,100 - 2,785",543 Sq Ft,Available Now,,715,,Penthouse 1-Bedroom,,
1654,Elara At The Market,1 Bed,1 Bath,"$2,400 - 3,085",686 Sq Ft,Available Now,,704,,Penthouse 1-Bedroom,,
1655,Elara At The Market,1 Bed,1 Bath,"$2,115 - 2,820",641 - 656 Sq Ft,Available Now,,,,Live/Work,,
1656,Elara At The Market,1 Bed,1 Bath,"$2,115 - 2,800",641 Sq Ft,Available Now,,117,,Live/Work,,
1657,Elara At The Market,1 Bed,1 Bath,"$2,630 - 3,320",656 Sq Ft,Jun 17,,706,,Penthouse 1-Bedroom,,
1658,Elara At The Market,1 Bed,1 Bath,"$2,365 - 3,675",748 Sq Ft,Jun 21,,803,,Penthouse 1-Bedroom,,
1659,Elara At The Market,1 Bed,1 Bath,"$2,130 - 2,820",656 Sq Ft,Jun 24,,115,,Live/Work,,
1660,Elara At The Market,Studio,1 Bath,Call for Rent,375 Sq Ft,Not Available,,,,Studio,,
1661,Elara At The Market,1 Bed,1 Bath,Call for Rent,624 Sq Ft,Not Available,,,,B6,,
1662,Elara At The Market,2 BRs,2 Baths,Call for Rent,883 Sq Ft,Not Available,,,,2 Bedroom,,
1663,Elara At The Market,2 BRs,2 Baths,Call for Rent,"1,297 Sq Ft",Not Available,,,,Penthouse 2-Bedroom,,
1664,Pike Motorworks,Studio,1 Bath,"$1,720 - 8,572",383 Sq Ft,Available Now,,,,Studio A1,,
1665,Pike Motorworks,Studio,1 Bath,"$1,720 - 8,572",383 Sq Ft,Available Now,,0519-LTD,,Studio A1,,
1666,Pike Motorworks,Studio,1 Bath,"$1,883 - 9,267",527 Sq Ft,Available Now,,,,Studio B,,
1667,Pike Motorworks,Studio,1 Bath,"$1,883 - 9,267",527 Sq Ft,Available Now,,701,,Studio B,,
1668,Pike Motorworks,Studio,1 Bath,"$1,885 - 9,858",524 Sq Ft,Available Now,,,,Studio A,,
1669,Pike Motorworks,Studio,1 Bath,"$1,885 - 8,951",524 Sq Ft,Available Now,,319,,Studio A,,
1670,Pike Motorworks,Studio,1 Bath,"$2,110 - 9,858",524 Sq Ft,Available Now,,519,,Studio A,,
1671,Pike Motorworks,1 Bed,1 Bath,"$2,235 - 9,400",594 Sq Ft,Available Now,,,,One B1 ALT 2,,
1672,Pike Motorworks,1 Bed,1 Bath,"$2,235 - 8,439",594 Sq Ft,Available Now,,0412-LTD,,One B1 ALT 2,,
1673,Pike Motorworks,1 Bed,1 Bath,"$2,253 - 8,793",596 Sq Ft,Available Now,,,,One A,,
1674,Pike Motorworks,1 Bed,1 Bath,"$2,253 - 8,514",596 Sq Ft,Available Now,,316,,One A,,
1675,Pike Motorworks,1 Bed,1 Bath,"$2,286 - 8,793",596 Sq Ft,Available Now,,516,,One A,,
1676,Pike Motorworks,1 Bed,1 Bath,"$2,338 - 8,964",601 Sq Ft,Available Now,,,,B1 Alt Open,,
1677,Pike Motorworks,1 Bed,1 Bath,"$2,338 - 8,964",601 Sq Ft,Available Now,,517,,B1 Alt Open,,
1678,Pike Motorworks,1 Bed,1 Bath,"$2,343 - 10,000",680 Sq Ft,Available Now,,,,Open D,,
1679,Pike Motorworks,1 Bed,1 Bath,"$2,343 - 9,018",680 Sq Ft,Available Now,,423,,Open D,,
1680,Pike Motorworks,1 Bed,1 Bath,"$2,353 - 9,071",615 Sq Ft,Available Now,,,,Open B1,,
1681,Pike Motorworks,1 Bed,1 Bath,"$2,353 - 8,997",615 Sq Ft,Available Now,,518,,Open B1,,
1682,Pike Motorworks,1 Bed,1 Bath,"$2,377 - 9,071",615 Sq Ft,Available Now,,618,,Open B1,,
1683,Pike Motorworks,1 Bed,1 Bath,"$2,362 - 9,026",601 Sq Ft,Available Now,,,,B1 Alt North,,
1684,Pike Motorworks,1 Bed,1 Bath,"$2,362 - 9,026",601 Sq Ft,Available Now,,617,,B1 Alt North,,
1685,Pike Motorworks,1 Bed,1 Bath,"$2,415 - 8,979",648 Sq Ft,Available Now,,,,One E,,
1686,Pike Motorworks,1 Bed,1 Bath,"$2,415 - 8,979",648 Sq Ft,Available Now,,710,,One E,,
1687,Pike Motorworks,1 Bed,1 Bath,"$2,515 - 9,279",598 Sq Ft,Available Now,,,,One B,,
1688,Pike Motorworks,1 Bed,1 Bath,"$2,515 - 9,279",598 Sq Ft,Available Now,,712,,One B,,
1689,Pike Motorworks,1 Bed,1 Bath,"$2,798 - 10,000",629 Sq Ft,Available Now,,,,One C1,,
1690,Pike Motorworks,1 Bed,1 Bath,"$2,798 - 10,000",629 Sq Ft,Available Now,,0520-LTD,,One C1,,
1691,Pike Motorworks,2 BRs,2 Baths,"$3,702 - 6,757","1,111 Sq Ft",Available Now,,,,Two D5,,
1692,Pike Motorworks,2 BRs,2 Baths,"$3,702 - 6,675","1,111 Sq Ft",Available Now,,0323-LTD,,Two D5,,
1693,Pike Motorworks,2 BRs,2 Baths,"$3,726 - 6,757","1,111 Sq Ft",Available Now,,0423-LTD,,Two D5,,
1694,Pike Motorworks,1 Bed,1 Bath,"$2,495 - 10,000",680 Sq Ft,Jun 3,,623,,Open D,,
1695,Pike Motorworks,1 Bed,1 Bath,"$2,495 - 10,000",680 Sq Ft,Jun 7,,622,,Open D,,
1696,Pike Motorworks,1 Bed,2 Baths,"$3,303 - 10,000","1,205 Sq Ft",Jun 7,,,,One F1,,
1697,Pike Motorworks,1 Bed,2 Baths,"$3,303 - 10,000","1,205 Sq Ft",Jun 7,,0514-LTD,,One F1,,
1698,Pike Motorworks,1 Bed,1 Bath,"$2,385 - 9,915",601 Sq Ft,Jun 12,,,,B1 ALT,,
1699,Pike Motorworks,1 Bed,1 Bath,"$2,385 - 9,915",601 Sq Ft,Jun 12,,0602-LTD,,B1 ALT,,
1700,Pike Motorworks,1 Bed,1 Bath,"$2,235 - 9,400",594 Sq Ft,Jun 15,,0212-LTD,,One B1 ALT 2,,
1701,Pike Motorworks,1 Bed,1 Bath,"$2,195 - 5,097",627 Sq Ft,Jul 15,,,,One D,,
1702,Pike Motorworks,1 Bed,1 Bath,"$2,195 - 5,097",627 Sq Ft,Jul 15,,505,,One D,,
1703,Pike Motorworks,Studio,1 Bath,Call for Rent,419 Sq Ft,Available Soon,,,,Studio A5-A,,
1704,Pike Motorworks,Studio,1 Bath,Call for Rent,429 Sq Ft,Available Soon,,,,Studio A5,,
1705,Pike Motorworks,Studio,1 Bath,Call for Rent,452 Sq Ft,Available Soon,,,,Studio A7,,
1706,Pike Motorworks,Studio,1 Bath,Call for Rent,503 Sq Ft,Available Soon,,,,Studio A7 ALT,,
1707,Pike Motorworks,1 Bed,1 Bath,Call for Rent,951 Sq Ft,Available Soon,,,,Loft A,,
1708,Pike Motorworks,1 Bed,1 Bath,Call for Rent,601 Sq Ft,Available Soon,,,,One B1 ALT,,
1709,Pike Motorworks,1 Bed,2 Baths,Call for Rent,"1,139 Sq Ft",Available Soon,,,,One F2 - A,,
1710,Pike Motorworks,1 Bed,1 Bath,Call for Rent,539 Sq Ft,Available Soon,,,,Open A,,
1711,Pike Motorworks,1 Bed,1 Bath,Call for Rent,601 Sq Ft,Available Soon,,,,Open B,,
1712,Pike Motorworks,1 Bed,1 Bath,Call for Rent,606 Sq Ft,Available Soon,,,,One C,,
1713,Pike Motorworks,1 Bed,1 Bath,Call for Rent,615 Sq Ft,Available Soon,,,,Open C,,
1714,Pike Motorworks,1 Bed,1 Bath,Call for Rent,615 Sq Ft,Available Soon,,,,One B1,,
1715,Pike Motorworks,1 Bed,1 Bath,Call for Rent,671 Sq Ft,Available Soon,,,,One F,,
1716,Pike Motorworks,1 Bed,1 Bath,Call for Rent,677 Sq Ft,Available Soon,,,,One G,,
1717,Pike Motorworks,1 Bed,1 Bath,Call for Rent,688 Sq Ft,Available Soon,,,,One H,,
1718,Pike Motorworks,1 Bed,1 Bath,Call for Rent,706 Sq Ft,Available Soon,,,,One I,,
1719,Pike Motorworks,1 Bed,1 Bath,Call for Rent,707 Sq Ft,Available Soon,,,,One C2,,
1720,Pike Motorworks,1 Bed,1 Bath,Call for Rent,720 Sq Ft,Available Soon,,,,Open E,,
1721,Pike Motorworks,1 Bed,1 Bath,Call for Rent,730 Sq Ft,Available Soon,,,,One J,,
1722,Pike Motorworks,1 Bed,1 Bath,Call for Rent,740 Sq Ft,Available Soon,,,,One GR A,,
1723,Pike Motorworks,1 Bed,1 Bath,Call for Rent,742 Sq Ft,Available Soon,,,,One C3,,
1724,Pike Motorworks,1 Bed,1 Bath,Call for Rent,752 Sq Ft,Available Soon,,,,One C3 ALT,,
1725,Pike Motorworks,1 Bed,1 Bath,Call for Rent,766 Sq Ft,Available Soon,,,,One GR B,,
1726,Pike Motorworks,1 Bed,1 Bath,Call for Rent,791 Sq Ft,Available Soon,,,,One GR C,,
1727,Pike Motorworks,1 Bed,1 Bath,Call for Rent,952 Sq Ft,Available Soon,,,,One K,,
1728,Pike Motorworks,1 Bed,1 Bath,Call for Rent,960 Sq Ft,Available Soon,,,,Loft B,,
1729,Pike Motorworks,1 Bed,1 Bath,Call for Rent,998 Sq Ft,Available Soon,,,,Loft C,,
1730,Pike Motorworks,1 Bed,2 Baths,Call for Rent,"1,231 Sq Ft",Available Soon,,,,One F2,,
1731,Pike Motorworks,1 Bed,1 Bath,Call for Rent,615 Sq Ft,Available Soon,,,,B1 open,,
1732,Pike Motorworks,1 Bed,2 Baths,Call for Rent,"1,161 Sq Ft",Available Soon,,,,One G1 ALT,,
1733,Pike Motorworks,1 Bed,2 Baths,Call for Rent,"1,240 Sq Ft",Available Soon,,,,One G1 ALT 2,,
1734,Pike Motorworks,1 Bed,2 Baths,Call for Rent,"1,161 Sq Ft",Available Soon,,,,One G1,,
1735,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,000 Sq Ft",Available Soon,,,,Two A,,
1736,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,128 Sq Ft",Available Soon,,,,Two C,,
1737,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,083 Sq Ft",Available Soon,,,,Two B,,
1738,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,019 Sq Ft",Available Soon,,,,Two D2,,
1739,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,128 Sq Ft",Available Soon,,,,Two D,,
1740,Pike Motorworks,2 BRs,3 Baths,Call for Rent,"1,136 Sq Ft",Available Soon,,,,Two E3,,
1741,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,138 Sq Ft",Available Soon,,,,Two D11 - A,,
1742,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,223 Sq Ft",Available Soon,,,,Two E2,,
1743,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,374 Sq Ft",Available Soon,,,,Two F3,,
1744,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,497 Sq Ft",Available Soon,,,,Two F5,,
1745,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,736 Sq Ft",Available Soon,,,,Two F4,,
1746,Pike Motorworks,2 BRs,2 Baths,Call for Rent,854 Sq Ft,Available Soon,,,,Two D6,,
1747,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,002 Sq Ft",Available Soon,,,,Two E4,,
1748,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,005 Sq Ft",Available Soon,,,,Two D9,,
1749,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,128 Sq Ft",Available Soon,,,,Two D4,,
1750,Pike Motorworks,2 BRs,2 Baths,Call for Rent,"1,128 Sq Ft",Available Soon,,,,Two D8,,
1751,The Station At Othello Park,Studio,1 Bath,"$1,361 - 3,390",408 - 490 Sq Ft,Available Now,,,,Studio,,
1752,The Station At Othello Park,Studio,1 Bath,"$1,361 - 2,814",471 Sq Ft,Available Now,,555,,Studio,,
1753,The Station At Othello Park,Studio,1 Bath,"$1,371 - 2,833",471 Sq Ft,Available Now,,655,,Studio,,
1754,The Station At Othello Park,Studio,1 Bath,"$1,421 - 2,932",470 Sq Ft,Available Now,,744,,Studio,,
1755,The Station At Othello Park,1 Bed,1 Bath,"$1,566 - 3,127",592 - 720 Sq Ft,Available Now,,,,One Bedroom,,
1756,The Station At Othello Park,1 Bed,1 Bath,"$1,566 - 2,764",592 Sq Ft,Available Now,,669,,One Bedroom,,
1757,The Station At Othello Park,1 Bed,1 Bath,"$1,782 - 3,127",720 Sq Ft,Available Now,,519,,One Bedroom,,
1758,The Station At Othello Park,1 Bed,1 Bath,"$1,651 - 3,332",738 - 874 Sq Ft,Available Now,,,,One Bedroom + Den,,
1759,The Station At Othello Park,1 Bed,1 Bath,"$1,651 - 2,918",738 Sq Ft,Available Now,,516,,One Bedroom + Den,,
1760,The Station At Othello Park,Studio,1 Bath,"$1,496 - 3,081",504 Sq Ft,May 29,,,,Studio + Den,,
1761,The Station At Othello Park,Studio,1 Bath,"$1,496 - 3,081",504 Sq Ft,May 29,,720,,Studio + Den,,
1762,The Station At Othello Park,1 Bed,1 Bath,"$1,682 - 2,958",686 Sq Ft,Jun 1,,349,,One Bedroom,,
1763,The Station At Othello Park,1 Bed,1 Bath,"$1,862 - 3,201",807 Sq Ft,Jun 5,,645,,One Bedroom + Den,,
1764,The Station At Othello Park,1 Bed,1 Bath,"$1,942 - 3,332",874 Sq Ft,Jun 5,,650,,One Bedroom + Den,,
1765,The Station At Othello Park,2 BRs,1 Bath,Call for Rent,955 Sq Ft,Not Available,,,,Two Bedroom One Bath,,
1766,The Station At Othello Park,2 BRs,2 Baths,Call for Rent,865 - 954 Sq Ft,Not Available,,,,"Two Bedroom, Two Bath",,
1767,Oakwood Residence Seattle South Lake Union,Studio,1 Bath,"$1,699",457 Sq Ft,Available Now,,413,,S1 Studio (UNFURNISHED),,
1768,Oakwood Residence Seattle South Lake Union,1 Bed,1 Bath,"$2,000",634 Sq Ft,Available Now,,515,,Urban One Bedroom (UNFURNISHED),,
1769,Oakwood Residence Seattle South Lake Union,1 Bed,1 Bath,"$2,050",643 Sq Ft,Available Now,,511,,Urban One Bedroom (UNFURNISHED),,
1770,Oakwood Residence Seattle South Lake Union,1 Bed,1 Bath,"$2,100",598 Sq Ft,Available Now,,603,,Urban One Bedroom (UNFURNISHED),,
1771,Oakwood Residence Seattle South Lake Union,1 Bed,1 Bath,"$2,100",588 Sq Ft,Available Now,,717,,Urban One Bedroom (UNFURNISHED),,
1772,Oakwood Residence Seattle South Lake Union,1 Bed,1 Bath,"$2,100",634 Sq Ft,Available Now,,715,,Urban One Bedroom (UNFURNISHED),,
1773,Chloe on Union,Studio,1 Bath,"$1,875 - 1,880",555 Sq Ft,Available Now,,,,Studio B,,
1774,Chloe on Union,Studio,1 Bath,"$1,875",555 Sq Ft,Available Now,,1-217,,Studio B,,
1775,Chloe on Union,Studio,1 Bath,"$2,124 - 2,139",669 - 699 Sq Ft,Available Now,,,,Studio L,,
1776,Chloe on Union,Studio,1 Bath,"$2,124",699 Sq Ft,Available Now,,1-421,,Studio L,,
1777,Chloe on Union,1 Bed,1 Bath,"$2,365",755 Sq Ft,Available Now,,,,1 Bedroom C,,
1778,Chloe on Union,1 Bed,1 Bath,"$2,365",755 Sq Ft,Available Now,,1-614,,1 Bedroom C,,
1779,Chloe on Union,Studio,1 Bath,"$2,139",699 Sq Ft,May 29,,1-418,,Studio L,,
1780,Chloe on Union,Studio,1 Bath,"$1,880",555 Sq Ft,Jun 17,,1-222,,Studio B,,
1781,Chloe on Union,2 BRs,2 Baths,"$3,028",909 Sq Ft,Jul 9,,,,2 Bedroom A,New,
1782,Chloe on Union,2 BRs,2 Baths,"$3,028",909 Sq Ft,Jul 9,,1-402,,2 Bedroom A,New,
1783,Chloe on Union,Studio,1 Bath,Call for Rent,430 Sq Ft,Not Available,,,,Studio A,,
1784,Chloe on Union,Studio,1 Bath,Call for Rent,557 Sq Ft,Not Available,,,,Studio F,,
1785,Chloe on Union,Studio,1 Bath,Call for Rent,557 Sq Ft,Not Available,,,,Studio D,,
1786,Chloe on Union,Studio,1 Bath,Call for Rent,630 Sq Ft,Not Available,,,,Studio G,,
1787,Chloe on Union,Studio,1 Bath,Call for Rent,632 Sq Ft,Not Available,,,,Studio C,,
1788,Chloe on Union,Studio,1 Bath,Call for Rent,645 Sq Ft,Not Available,,,,Studio K,,
1789,Chloe on Union,Studio,1 Bath,Call for Rent,648 Sq Ft,Not Available,,,,Studio I,,
1790,Chloe on Union,Studio,1 Bath,Call for Rent,690 Sq Ft,Not Available,,,,Studio E,,
1791,Chloe on Union,Studio,1 Bath,Call for Rent,675 Sq Ft,Not Available,,,,Studio J,,
1792,Chloe on Union,Studio,1 Bath,Call for Rent,714 Sq Ft,Not Available,,,,Studio H,,
1793,Chloe on Union,Studio,1 Bath,Call for Rent,594 Sq Ft,Not Available,,,,Studio M,,
1794,Chloe on Union,1 Bed,1 Bath,Call for Rent,606 Sq Ft,Not Available,,,,1 Bedroom E,,
1795,Chloe on Union,1 Bed,1 Bath,Call for Rent,586 Sq Ft,Not Available,,,,1 Bedroom F,,
1796,Chloe on Union,1 Bed,1 Bath,Call for Rent,645 Sq Ft,Not Available,,,,1 Bedroom D,,
1797,Chloe on Union,1 Bed,1 Bath,Call for Rent,663 Sq Ft,Not Available,,,,1 Bedroom B,,
1798,Chloe on Union,1 Bed,1 Bath,Call for Rent,690 Sq Ft,Not Available,,,,1 Bedroom A,,
